SEQPLT18,YEAR,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,SECTOR,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON
113,2018,AK,Seldovia,6283,Homer Electric Assn Inc,19558,Homer Electric Assn Inc,19558,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKGD,ASCC Alaska Grid,,02,122,Kenai Peninsula,59.439542,-151.713439
114,2018,AK,Seward (AK),92,City of Seward - (AK),16955,City of Seward - (AK),16955,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKGD,ASCC Alaska Grid,,02,122,Kenai Peninsula,60.130922,-149.43501
115,2018,AK,Shishmaref,6345,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,180,Nome,66.255072,-166.073589
116,2018,AK,Shungnak,57063,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,188,Northwest Arctic,66.888114,-157.140206
117,2018,AK,Silvis,6581,Ketchikan Public Utilities,10210,Ketchikan Public Utilities,10210,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,130,Ketchikan Gateway,55.381402,-131.517758
118,2018,AK,Skagway,66,Alaska Power and Telephone Co,219,Alaska Power and Telephone Co,219,Electric Utility,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,230,Skagway,59.4545,-135.3131
119,2018,AK,Slana Generating Station,61685,Alaska Power and Telephone Co,219,Alaska Power and Telephone Co,219,Electric Utility,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,240,Southeast Fairbanks,62.592756,-143.588869
120,2018,AK,Snake River,90,Nome Joint Utility Systems,13642,Nome Joint Utility Systems,13642,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,180,Nome,64.505331,-165.429814
121,2018,AK,Snettisham,78,Alaska Electric Light&Power Co,213,Alaska Electric Light&Power Co,213,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,110,Juneau,58.1415,-133.737
122,2018,AK,Soldotna,57206,Homer Electric Assn Inc,19558,Homer Electric Assn Inc,19558,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKGD,ASCC Alaska Grid,,02,122,Kenai Peninsula,60.499444,-150.997222
123,2018,AK,Solomon Gulch,390,"Copper Valley Elec Assn, Inc",4329,"Copper Valley Elec Assn, Inc",4329,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,261,Valdez Cordova,61.0828,-146.3033
124,2018,AK,South Fork,56265,Alaska Power and Telephone Co,219,Alaska Power and Telephone Co,219,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,198,Prince of Wales-Hyder,55.563333,-132.891111
125,2018,AK,Southcentral Power Project,57036,Chugach Electric Assn Inc,3522,Chugach Electric Assn Inc,3522,Electric Utility,Chugach Electric Assn Inc,CEA,ASCC,AKGD,ASCC Alaska Grid,,02,020,Anchorage,61.167417,-149.905304
126,2018,AK,St Marys IC,6338,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,050,Bethel,62.051525,-163.172567
127,2018,AK,St. Michael,57061,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,180,Nome,63.4775,-162.0383
128,2018,AK,Stebbins,57055,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,180,Nome,63.521047,-162.286322
129,2018,AK,Swampy Acres,60250,Kodiak Electric Assn Inc,10433,Kodiak Electric Assn Inc,10433,Electric Utility,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,150,Kodiak Island,57.77556,-152.48028
130,2018,AK,Swan Lake,70,Ketchikan Public Utilities,10210,Southeast Alaska Power Agency,60123,Commercial Non-CHP,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,130,Ketchikan Gateway,55.615208,-131.356111
131,2018,AK,Sweetheart Lake Hydroelectric Facility,60588,Alaska Electric Light&Power Co,213,"Juneau Hydropower, Inc",60349,IPP Non-CHP,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,110,Juneau,57.9449,-133.6867
132,2018,AK,Terror Lake Microgrid,71,Kodiak Electric Assn Inc,10433,Kodiak Electric Assn Inc,10433,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,150,Kodiak Island,57.6861,-152.895
133,2018,AK,Tesoro Kenai Cogeneration Plant,52184,Homer Electric Assn Inc,19558,Tesoro Alaska Company LLC,18617,Industrial CHP,Alaska Miscellaneous,NA,ASCC,AKGD,ASCC Alaska Grid,,02,122,Kenai Peninsula,60.677,-151.3815
134,2018,AK,Thorne Bay Plant,7414,Alaska Power and Telephone Co,219,Alaska Power and Telephone Co,219,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,198,Prince of Wales-Hyder,55.68586,-132.52892
135,2018,AK,TNSG North Plant,58278,TDX North Slope Generating Co,19277,TDX North Slope Generating Inc.,57494,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,185,North Slope,70.235278,-148.383611
136,2018,AK,TNSG South Plant,58117,TDX North Slope Generating Co,19277,TDX North Slope Generating Inc.,57494,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,185,North Slope,70.2,-148.466667
137,2018,AK,Togiak,6348,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,070,Dillingham,59.059744,-160.380278
138,2018,AK,Tok,406,Alaska Power and Telephone Co,219,Alaska Power and Telephone Co,219,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,240,Southeast Fairbanks,63.33552,-142.99997
139,2018,AK,Toksook Bay,57067,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,050,Bethel,60.530142,-165.108575
140,2018,AK,Tyee Lake Hydroelectric Facility,61166,Southeast Alaska Power Agency,60770,Southeast Alaska Power Agency,60123,Commercial Non-CHP,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,275,Wrangell,56.216403,-131.504344
141,2018,AK,Unalakleet,6299,Unalakleet Valley Elec Coop,40548,Unalakleet Valley Elec Coop,40548,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,180,Nome,63.876789,-160.790414
142,2018,AK,Unalaska Power Module,7503,City of Unalaska - (AK),19454,City of Unalaska - (AK),19454,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,016,Aleutians West,53.863993,-166.512591
143,2018,AK,Unisea G 2,54422,City of Unalaska - (AK),19454,Unisea Inc,19553,Industrial Non-CHP,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,016,Aleutians West,53.8796,-166.5532
144,2018,AK,University of Alaska Fairbanks,50711,Golden Valley Elec Assn Inc,7353,University of Alaska,19511,Commercial CHP,Alaska Miscellaneous,NA,ASCC,AKGD,ASCC Alaska Grid,,02,090,Fairbanks North Star,64.854171,-147.822075
145,2018,AK,Upper Kalskag,57054,"Alaska Village Elec Coop, Inc",221,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,050,Bethel,61.526858,-160.348128
146,2018,AK,Utility Plants Section,50308,Golden Valley Elec Assn Inc,7353,Doyon Utilities - Ft. Wainwright,56389,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKGD,ASCC Alaska Grid,,02,090,Fairbanks North Star,64.825601,-147.648627
147,2018,AK,Valdez,6306,"Copper Valley Elec Assn, Inc",4329,"Copper Valley Elec Assn, Inc",4329,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,261,Valdez Cordova,61.1303,-146.3647
148,2018,AK,Valdez Cogen,7841,"Copper Valley Elec Assn, Inc",4329,"Copper Valley Elec Assn, Inc",4329,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,261,Valdez Cordova,61.0839,-146.2529
149,2018,AK,Viking,56147,Alaska Power and Telephone Co,219,Alaska Power and Telephone Co,219,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,198,Prince of Wales-Hyder,55.540708,-133.102344
150,2018,AK,Westward Seafoods,54305,City of Unalaska - (AK),19454,Westward Seafoods Inc,20523,Industrial CHP,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,016,Aleutians West,53.858508,-166.55288
151,2018,AK,Whitman,58977,Ketchikan Public Utilities,10210,Ketchikan Public Utilities,10210,Electric Utility,Alaska Miscellaneous,NA,NA,AKMS,ASCC Miscellaneous,,02,130,Ketchikan Gateway,55.328056,-131.530833
152,2018,AK,Wrangell,95,City of Wrangell - (AK),21015,City of Wrangell - (AK),21015,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,275,Wrangell,56.460976,-132.379439
153,2018,AK,Yakutat,6637,CBY DBA Yakutat Power,30150,"Alaska Village Elec Coop, Inc",221,Electric Utility,Alaska Miscellaneous,NA,ASCC,AKMS,ASCC Miscellaneous,,02,282,Yakutat,59.544553,-139.724306
154,2018,AL,ABC Coke,56076,Alabama Power Co,195,"Drummond Company, Inc.",5321,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,073,Jefferson,33.582793,-86.779866
155,2018,AL,Alabama Pine Pulp,54429,Alabama Power Co,195,Alabama River Cellulose LLC,57356,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,099,Monroe,31.5825,-87.4889
156,2018,AL,Alabama River Pulp,10216,Alabama Power Co,195,Alabama River Cellulose LLC,57356,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,099,Monroe,31.5825,-87.4889
157,2018,AL,Albertville,7924,Tennessee Valley Authority,18642,Albertville Municipal Utilities Board,241,Electric Utility,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,095,Marshall,34.363389,-86.223889
158,2018,AL,AMEA Sylacauga Plant,56018,Alabama Power Co,195,Alabama Municipal Elec Authority,40614,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,121,Talladega,33.1661,-86.2825
159,2018,AL,ANAD Solar Array,60680,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,015,Calhoun,33.626728,-85.969481
160,2018,AL,APC1,7708,,-9999,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,,,,
161,2018,AL,APC2,7876,,-9999,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,,,,
162,2018,AL,APC3,7877,,-9999,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,,,,
163,2018,AL,Bankhead Dam,2,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,125,Tuscaloosa,33.458665,-87.356823
164,2018,AL,Barry,3,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,31.0069,-88.0103
165,2018,AL,Bartletts Ferry,702,Georgia Power Co,7140,Georgia Power Co,7140,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,081,Lee,32.661976,-85.091552
166,2018,AL,Bellefonte,6150,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Electric Utility,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,071,Jackson,34.7092,-85.9278
167,2018,AL,Boise Cascade Pulp & Paper Mill,55044,Alabama Power Co,195,Boise White Paper LLC,56310,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,025,Clarke,31.4894,-87.8989
168,2018,AL,Browns Ferry,46,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Electric Utility,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,083,Limestone,34.7042,-87.1189
169,2018,AL,Calhoun Energy Center,55409,Alabama Power Co,195,Calhoun Power Co LLC,34028,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,015,Calhoun,33.5883,-85.9731
170,2018,AL,Charles R Lowman,56,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,Electric Utility,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,129,Washington,31.488019,-87.910747
171,2018,AL,Colbert,47,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Electric Utility,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,033,Colbert,34.7439,-87.8486
172,2018,AL,Crestwood Dothan,54985,City of Dothan - (AL),5309,Crestwood Corp,4468,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,069,Houston,31.262356,-85.402737
173,2018,AL,"Cumblerland Land Holdings, LLC",61924,Tennessee Valley Authority,18642,"Cumberland Land Holdings, LLC",61528,IPP Non-CHP,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,083,Limestone,34.94974,-86.868053
174,2018,AL,Decatur Energy Center,55292,Tennessee Valley Authority,18642,Decatur Energy Center LLC,2929,IPP Non-CHP,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,103,Morgan,34.6292,-87.0214
175,2018,AL,Decatur-Morgan Co LFG Recovery Project,58061,Joe Wheeler Elec Member Corp,9739,EDL Inc,55858,IPP Non-CHP,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,103,Morgan,34.623611,-87.101111
176,2018,AL,District 100 Transco Gas Pipe Line,54743,Alabama Power Co,195,Transcontinental Gas PL Corp,19102,Commercial Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,021,Chilton,32.668889,-86.72
177,2018,AL,E B Harris Generating Plant,7897,Alabama Power Co,195,Southern Power Co,17650,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,001,Autauga,32.381352,-86.574366
178,2018,AL,E C Gaston,26,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,117,Shelby,33.244211,-86.458056
179,2018,AL,ExxonMobil Mobile Bay Onshore,54550,Alabama Power Co,195,Exxon Mobil Production Co,6529,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.43203,-88.18241
180,2018,AL,Fort Rucker Solar Array,60679,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,045,Dale,31.331148,-85.73019
181,2018,AL,Gadsden,7,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,055,Etowah,34.0128,-85.9708
182,2018,AL,Gantt,53,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,Electric Utility,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,039,Covington,31.4033,-86.479469
183,2018,AL,Georgia-Pacific Brewton Mill,54789,Alabama Power Co,195,Georgia-Pacific Brewton LLC,55932,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,053,Escambia,31.077,-87.1116
184,2018,AL,Georgia-Pacific Consr Prods LP-Naheola,10699,Alabama Power Co,195,Georgia-Pacific Consr Prods LP-Naheola,7136,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,023,Choctaw,32.2268,-88.0252
185,2018,AL,Goat Rock,707,Georgia Power Co,7140,Georgia Power Co,7140,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,081,Lee,32.60965,-85.0805
186,2018,AL,Gorgas,8,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,127,Walker,33.644344,-87.196486
187,2018,AL,Greene County,10,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,063,Greene,32.6017,-87.7811
188,2018,AL,Guntersville,48,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Electric Utility,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,095,Marshall,34.421272,-86.393931
189,2018,AL,H Neely Henry Dam,11,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,015,Calhoun,33.7845,-86.0524
190,2018,AL,Harris Dam,6188,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,111,Randolph,33.258281,-85.616047
191,2018,AL,Hillabee Energy Center,55411,Alabama Power Co,195,CER Generation LLC,55987,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,123,Tallapoosa,33.000669,-85.903278
192,2018,AL,Hog Bayou Energy Center,55241,Alabama Power Co,195,Mobile Energy LLC,12739,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.7478,-88.0575
193,2018,AL,Holt Dam,12,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,125,Tuscaloosa,33.2553,-87.4495
194,2018,AL,International Paper Pine Hill Mill,54752,Alabama Power Co,195,International Paper Co.,56291,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,131,Wilcox,31.9698,-87.4806
195,2018,AL,International Paper-Prattville Mill,52140,Alabama Power Co,195,International Paper Co,8009,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,001,Autauga,32.4187,-86.4718
196,2018,AL,International Paper-Riverdale Mill,54096,Alabama Power Co,195,International Paper Co-Riverdl,9393,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,047,Dallas,32.426016,-86.870912
197,2018,AL,James H Miller Jr,6002,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,073,Jefferson,33.6319,-87.0597
198,2018,AL,Jones Bluff,6131,Alabama Power Co,195,USCE-Mobile District,27813,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,001,Autauga,32.324242,-86.784319
199,2018,AL,Jordan Dam,13,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,051,Elmore,32.6189,-86.2548
200,2018,AL,Joseph M Farley,6001,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,069,Houston,31.2231,-85.1116
201,2018,AL,Kimberly Clark Mobile - CHP Plant,62449,Alabama Power Co,195,Kimberly Clark - Mobile Alabama,61964,Industrial CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.737741,-88.04977
202,2018,AL,LaFayette Solar Farm,60583,Alabama Power Co,195,"AL Solar A, LLC",60347,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,017,Chambers,32.876313,-85.38821
203,2018,AL,Langdale,711,Georgia Power Co,7140,Georgia Power Co,7140,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,017,Chambers,32.813836,-85.167786
204,2018,AL,Lay Dam,15,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,021,Chilton,32.9633,-86.5187
205,2018,AL,Lewis Smith Dam,18,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,127,Walker,33.9406,-87.1077
206,2018,AL,Logan Martin Dam,14,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,121,Talladega,33.425878,-86.337547
207,2018,AL,Martin Dam,16,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,051,Elmore,32.680394,-85.911442
208,2018,AL,McIntosh (7063),7063,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,Electric Utility,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,129,Washington,31.2546,-88.0299
209,2018,AL,McWilliams,533,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,Electric Utility,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,039,Covington,31.400255,-86.476449
210,2018,AL,Millers Ferry,38,Alabama Power Co,195,USCE-Mobile District,27813,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,131,Wilcox,32.100881,-87.399767
211,2018,AL,Mitchell Dam,17,Alabama Power Co,195,Alabama Power Co,195,Electric Utility,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,037,Coosa,32.806025,-86.444892
212,2018,AL,Mobile Energy Services LLC,50407,Alabama Power Co,195,DTE Energy Services,34672,IPP CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.736487,-88.051643
213,2018,AL,Morgan Energy Center,55293,Tennessee Valley Authority,18642,Morgan Energy Center LLC,29122,IPP CHP,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,103,Morgan,34.6397,-87.0639
214,2018,AL,Muscle Shoals,62462,Tennessee Valley Authority,18642,First Solar Project Development,56615,IPP Non-CHP,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,033,Colbert,34.76973,-87.90454
215,2018,AL,Pinckard Solar,62787,Alabama Power Co,195,E ON Climate Renewables N America LLC,56215,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,045,Dale,31.297,-85.536
216,2018,AL,Plant H. Allen Franklin,7710,Georgia Power Co,7140,Southern Power Co,17650,IPP Non-CHP,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,081,Lee,32.6078,-85.0975
